-0.000500, -4.688696
-0.000500, -4.688696
-0.000500, -4.688696
-0.000499, -4.769098
-0.000499, -4.688696
-0.000499, -4.688696
-0.000499, -4.769098
-0.000499, -4.688696
-0.000498, -4.688696
-0.000498, -4.769098
-0.000498, -4.688696
-0.000498, -4.688696
-0.000498, -4.688696
-0.000497, -4.688696
-0.000497, -4.688696
-0.000497, -4.688696
-0.000497, -4.688696
-0.000497, -4.688696
-0.000496, -4.688696
-0.000496, -4.688696
-0.000496, -4.688696
-0.000496, -4.688696
-0.000496, -4.688696
-0.000495, -4.688696
-0.000495, -4.688696
-0.000495, -4.688696
-0.000495, -4.769098
-0.000495, -4.688696
-0.000494, -4.688696
-0.000494, -4.688696
-0.000494, -4.688696
-0.000494, -4.688696
-0.000494, -4.608294
-0.000493, -4.769098
-0.000493, -4.688696
-0.000493, -4.688696
-0.000493, -4.688696
-0.000493, -4.688696
-0.000492, -4.688696
-0.000492, -4.688696
-0.000492, -4.688696
-0.000492, -4.688696
-0.000492, -4.688696
-0.000491, -4.688696
-0.000491, -4.688696
-0.000491, -4.688696
-0.000491, -4.688696
-0.000491, -4.688696
-0.000490, -4.688696
-0.000490, -4.688696
-0.000490, -4.688696
-0.000490, -4.608294
-0.000490, -4.688696
-0.000489, -4.688696
-0.000489, -4.769098
-0.000489, -4.688696
-0.000489, -4.688696
-0.000489, -4.688696
-0.000488, -4.688696
-0.000488, -4.688696
-0.000488, -4.688696
-0.000488, -4.608294
-0.000488, -4.688696
-0.000487, -4.688696
-0.000487, -4.688696
-0.000487, -4.688696
-0.000487, -4.688696
-0.000487, -4.688696
-0.000486, -4.688696
-0.000486, -4.688696
-0.000486, -4.608294
-0.000486, -4.608294
-0.000486, -4.608294
-0.000485, -4.688696
-0.000485, -4.688696
-0.000485, -4.608294
-0.000485, -4.688696
-0.000485, -4.769098
-0.000484, -4.608294
-0.000484, -4.688696
-0.000484, -4.608294
-0.000484, -4.688696
-0.000484, -4.688696
-0.000483, -4.769098
-0.000483, -4.688696
-0.000483, -4.608294
-0.000483, -4.688696
-0.000483, -4.769098
-0.000482, -4.688696
-0.000482, -4.688696
-0.000482, -4.769098
-0.000482, -4.688696
-0.000482, -4.608294
-0.000481, -4.688696
-0.000481, -4.688696
-0.000481, -4.688696
-0.000481, -4.769098
-0.000481, -4.688696
-0.000480, -4.688696
-0.000480, -4.769098
-0.000480, -4.608294
-0.000480, -4.688696
-0.000480, -4.688696
-0.000479, -4.769098
-0.000479, -4.688696
-0.000479, -4.688696
-0.000479, -4.688696
-0.000479, -4.688696
-0.000478, -4.769098
-0.000478, -4.688696
-0.000478, -4.688696
-0.000478, -4.688696
-0.000478, -4.688696
-0.000477, -4.688696
-0.000477, -4.688696
-0.000477, -4.769098
-0.000477, -4.688696
-0.000477, -4.688696
-0.000476, -4.688696
-0.000476, -4.688696
-0.000476, -4.688696
